condition_id,id,expected_route,predicted_route,baseline_prediction,correct,continue_score,new_score,delta_continue_minus_new,prediction_changed_from_baseline
semantic_name_normal,case_001,CONTINUE,CONTINUE,CONTINUE,True,19.890625,13.187500000001819,6.703124999998181,False
semantic_name_normal,case_002,CONTINUE,CONTINUE,CONTINUE,True,18.515625,14.718749642372188,3.796875357627812,False
semantic_name_normal,case_003,NEW,CONTINUE,CONTINUE,False,8.156250160362106,-0.125,8.281250160362106,False
semantic_name_normal,case_004,CONTINUE,CONTINUE,CONTINUE,True,19.078125,13.859375000000455,5.218749999999545,False
semantic_name_normal,case_005,NEW,CONTINUE,CONTINUE,False,4.437499875202775,-1.9062500596046448,6.34374993480742,False
semantic_name_normal,case_006,CONTINUE,CONTINUE,CONTINUE,True,17.5,11.906249880813903,5.593750119186097,False
semantic_name_normal,case_007,NEW,CONTINUE,CONTINUE,False,-6.0312497820705175,-13.749999880791279,7.718750098720761,False
semantic_name_normal,case_008,CONTINUE,CONTINUE,CONTINUE,True,18.171875,9.562500240892405,8.609374759107595,False
semantic_name_normal,case_009,NEW,CONTINUE,CONTINUE,False,10.593749761894287,-6.437500206404366,17.031249968298653,False
semantic_name_normal,case_010,CONTINUE,CONTINUE,CONTINUE,True,18.640625,10.718749761826984,7.9218752381730155,False
semantic_name_normal,case_011,NEW,CONTINUE,CONTINUE,False,15.968749880790718,-3.2187500968575478,19.187499977648265,False
semantic_name_normal,case_012,CONTINUE,CONTINUE,CONTINUE,True,18.34375,11.812500238445864,6.531249761554136,False
semantic_name_normal,case_013,CONTINUE,CONTINUE,CONTINUE,True,18.9375,15.18749976158145,3.7500002384185507,False
semantic_name_normal,case_014,NEW,CONTINUE,CONTINUE,False,9.875000001324224,-11.937500119230663,21.812500120554887,False
semantic_name_normal,case_015,CONTINUE,CONTINUE,CONTINUE,True,18.84375,15.29687476158145,3.5468752384185507,False
semantic_name_normal,case_016,NEW,NEW,NEW,True,-2.687500111758709,5.281249896623194,-7.968750008381903,False
semantic_name_normal,case_017,CONTINUE,CONTINUE,CONTINUE,True,16.890625,5.531250195112079,11.35937480488792,False
semantic_name_normal,case_018,NEW,CONTINUE,CONTINUE,False,6.531250106985681,-6.0312497820705175,12.562499889056198,False
semantic_name_normal,case_019,CONTINUE,CONTINUE,CONTINUE,True,18.53125,13.906250000000455,4.624999999999545,False
semantic_name_normal,case_020,NEW,CONTINUE,CONTINUE,False,17.328125,10.406250238876964,6.921874761123036,False
semantic_name_normal,case_021,NEW,CONTINUE,CONTINUE,False,18.15625,12.390624642380772,5.7656253576192285,False
semantic_name_normal,case_022,NEW,CONTINUE,CONTINUE,False,14.906249642372188,-1.6562499552965164,16.562499597668705,False
semantic_name_normal,case_023,CONTINUE,CONTINUE,CONTINUE,True,18.4375,12.468750000007276,5.968749999992724,False
semantic_name_normal,case_024,NEW,CONTINUE,CONTINUE,False,18.890625,10.968749880939868,7.921875119060132,False
semantic_name_normal,case_025,CONTINUE,CONTINUE,CONTINUE,True,18.953125,14.687499523162955,4.2656254768370445,False
semantic_name_normal,case_026,NEW,CONTINUE,CONTINUE,False,18.90625,13.687499761582103,5.218750238417897,False
semantic_name_normal,case_027,CONTINUE,CONTINUE,CONTINUE,True,17.609375,14.43750035762804,3.171874642371961,False
semantic_name_normal,case_028,NEW,CONTINUE,CONTINUE,False,17.078125,10.187499523872248,6.890625476127752,False
semantic_name_normal,case_029,CONTINUE,CONTINUE,CONTINUE,True,18.375,2.2500000298023224,16.124999970197678,False
semantic_name_normal,case_030,NEW,CONTINUE,CONTINUE,False,12.093750119225206,-7.6562501118460204,19.750000231071226,False
semantic_name_swapped,case_001,CONTINUE,CONTINUE,CONTINUE,True,19.640625,6.093750158790499,13.546874841209501,False
semantic_name_swapped,case_002,CONTINUE,CONTINUE,CONTINUE,True,18.296875,11.65624988082891,6.640625119171091,False
semantic_name_swapped,case_003,NEW,CONTINUE,CONTINUE,False,12.781250000004093,-9.531249883424607,22.3124998834287,False
semantic_name_swapped,case_004,CONTINUE,CONTINUE,CONTINUE,True,18.765625,12.421874761589606,6.343750238410394,False
semantic_name_swapped,case_005,NEW,CONTINUE,CONTINUE,False,12.656249642377361,-3.4062501192092896,16.06249976158665,False
semantic_name_swapped,case_006,CONTINUE,CONTINUE,CONTINUE,True,17.796875,3.1249999180436134,14.671875081956387,False
semantic_name_swapped,case_007,NEW,CONTINUE,CONTINUE,False,-4.625000179745257,-14.39062535762804,9.765625177882782,False
semantic_name_swapped,case_008,CONTINUE,CONTINUE,CONTINUE,True,17.875,8.875000367406756,8.999999632593244,False
semantic_name_swapped,case_009,NEW,CONTINUE,CONTINUE,False,12.406249761589606,-8.781250011787051,21.187499773376658,False
semantic_name_swapped,case_010,CONTINUE,CONTINUE,CONTINUE,True,18.640625,10.624999523459337,8.015625476540663,False
semantic_name_swapped,case_011,NEW,CONTINUE,CONTINUE,False,15.21874976158145,-4.281250167638063,19.499999929219513,False
semantic_name_swapped,case_012,CONTINUE,CONTINUE,CONTINUE,True,18.765625,6.7812501665903255,11.984374833409674,False
semantic_name_swapped,case_013,CONTINUE,CONTINUE,CONTINUE,True,18.671875,10.87500011938937,7.7968748806106305,False
semantic_name_swapped,case_014,NEW,CONTINUE,CONTINUE,False,13.171875000001819,-13.96875011920963,27.14062511921145,False
semantic_name_swapped,case_015,CONTINUE,CONTINUE,CONTINUE,True,18.765625,9.343750242245733,9.421874757754267,False
semantic_name_swapped,case_016,NEW,CONTINUE,NEW,False,-3.0937500186264515,-7.437499815656338,4.343749797029886,True
semantic_name_swapped,case_017,CONTINUE,CONTINUE,CONTINUE,True,17.0,-2.031249925494194,19.031249925494194,False
semantic_name_swapped,case_018,NEW,CONTINUE,CONTINUE,False,4.843750228174031,-6.50000017543789,11.34375040361192,False
semantic_name_swapped,case_019,CONTINUE,CONTINUE,CONTINUE,True,19.09375,11.968750357647878,7.1249996423521225,False
semantic_name_swapped,case_020,NEW,CONTINUE,CONTINUE,False,17.90625,1.4062500298023224,16.499999970197678,False
semantic_name_swapped,case_021,NEW,CONTINUE,CONTINUE,False,18.5,8.343749670646503,10.156250329353497,False
semantic_name_swapped,case_022,NEW,CONTINUE,CONTINUE,False,15.687499880790718,-2.6249999329447746,18.312499813735492,False
semantic_name_swapped,case_023,CONTINUE,CONTINUE,CONTINUE,True,18.390625,7.187500047206413,11.203124952793587,False
semantic_name_swapped,case_024,NEW,CONTINUE,CONTINUE,False,18.28125,5.968749807449058,12.312500192550942,False
semantic_name_swapped,case_025,CONTINUE,CONTINUE,CONTINUE,True,18.84375,12.04687488080799,6.796875119192009,False
semantic_name_swapped,case_026,NEW,CONTINUE,CONTINUE,False,18.734375,12.312500238429038,6.421874761570962,False
semantic_name_swapped,case_027,CONTINUE,CONTINUE,CONTINUE,True,17.375,10.468750238820576,6.906249761179424,False
semantic_name_swapped,case_028,NEW,CONTINUE,CONTINUE,False,17.1875,3.4999999310821295,13.68750006891787,False
semantic_name_swapped,case_029,CONTINUE,CONTINUE,CONTINUE,True,17.984375,9.09375012552482,8.89062487447518,False
semantic_name_swapped,case_030,NEW,CONTINUE,CONTINUE,False,12.531250238424946,0.9374999701976776,11.593750268227268,False
